age,monthlyincome,totalworkingyears,percentsalaryhike,distancefromhome,yearsatcompany,numcompaniesworked,yearswithcurrmanager,yearssincelastpromotion,trainingtimeslastyear,environmentsatisfaction_1.0,maritalstatus_Single,jobsatisfaction_1.0,businesstravel_Travel_Frequently,worklifebalance_3.0,educationfield_Life Sciences,environmentsatisfaction_4.0,jobsatisfaction_4.0,worklifebalance_1.0,environmentsatisfaction_3.0,jobsatisfaction_2.0,resignationreason_no aplica,department_Human Resources,retirementtype_no aplica,retirementtype_Resignation,businesstravel_Non-Travel,educationfield_Human Resources
49,107390,30.0,11,6,15,2.0,12,2,3,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
36,103880,4.0,14,8,3,0.0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
36,114160,13.0,16,2,5,6.0,4,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
54,26000,36.0,14,24,10,3.0,7,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
43,24220,14.0,11,2,14,1.0,11,6,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
35,54720,13.0,11,17,11,3.0,7,6,3,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
38,24510,19.0,12,19,13,7.0,9,2,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
29,42400,10.0,14,1,10,1.0,9,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
33,109990,6.0,18,7,6,1.0,4,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
32,50030,10.0,13,5,9,1.0,6,1,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
31,127420,10.0,11,28,10,1.0,2,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
49,42270,17.0,18,2,2,4.0,2,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
38,39170,4.0,15,29,4,1.0,3,3,2,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
47,183030,29.0,22,1,3,6.0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
49,23800,23.0,13,21,8,4.0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
41,137260,21.0,12,24,2,3.0,2,0,6,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
20,47770,2.0,18,1,2,1.0,2,0,3,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
33,63850,7.0,13,18,6,1.0,2,1,6,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
36,199730,10.0,12,2,3,6.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44,68610,8.0,12,9,2,4.0,2,2,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
23,49690,5.0,12,6,5,1.0,2,1,3,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
38,198450,7.0,11,11,0,7.0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
53,133200,11.0,11,24,4,3.0,2,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
48,63470,19.0,12,10,9,2.0,7,7,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
32,27430,1.0,19,1,1,1.0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
26,108800,7.0,23,18,7,1.0,7,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
55,23420,8.0,11,23,4,5.0,2,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
34,176500,15.0,19,28,15,1.0,13,4,6,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
60,40250,19.0,13,17,1,3.0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
33,97250,14.0,11,3,14,1.0,13,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
37,119040,6.0,12,13,6,1.0,3,1,4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
34,21770,10.0,13,7,10,1.0,7,8,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
23,75250,3.0,14,12,3,1.0,2,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
44,48340,9.0,14,1,8,1.0,7,6,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0
35,20420,6.0,16,13,5,0.0,4,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
43,22200,10.0,11,25,10,1.0,8,8,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
24,10520,5.0,13,6,5,1.0,4,0,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
41,28210,10.0,17,6,10,1.0,7,8,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
29,192370,9.0,11,2,5,9.0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
36,41070,17.0,11,1,13,3.0,7,6,2,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
45,83960,25.0,15,2,23,3.0,4,14,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
24,20070,1.0,12,6,1,1.0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
47,196270,25.0,11,1,23,7.0,10,14,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
26,106860,3.0,14,9,3,1.0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
45,29420,21.0,22,1,21,1.0,6,8,4,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
32,88580,10.0,16,1,5,6.0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
31,167560,6.0,11,14,5,1.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
41,107980,10.0,14,2,3,6.0,2,1,5,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
40,23230,18.0,16,22,1,2.0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
24,14160,6.0,15,3,6,1.0,2,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
46,46150,19.0,12,6,10,6.0,9,0,3,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
35,24610,17.0,20,8,7,2.0,7,0,4,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
30,87220,10.0,17,9,10,1.0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
47,39550,4.0,12,3,1,7.0,0,0,5,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
46,99570,13.0,20,1,10,4.0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
36,33760,16.0,20,1,2,5.0,2,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
32,88230,10.0,13,26,0,6.0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
23,103220,3.0,14,6,3,1.0,2,1,2,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
31,46210,9.0,18,3,5,2.0,4,1,3,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
39,109760,9.0,11,3,9,1.0,8,5,3,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
32,36600,10.0,11,6,4,3.0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
40,104820,21.0,11,6,21,1.0,8,12,6,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
45,71190,9.0,15,19,5,4.0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
30,95820,10.0,12,9,9,0.0,7,0,2,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
24,45080,3.0,11,3,2,0.0,1,2,5,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
30,22070,6.0,14,10,4,6.0,2,1,4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
31,77560,6.0,15,3,5,1.0,2,0,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
27,66940,6.0,13,3,6,1.0,4,1,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
29,36910,2.0,13,4,2,1.0,2,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
29,23770,10.0,21,8,3,8.0,2,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
30,23130,12.0,11,7,7,2.0,7,1,5,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
34,176650,6.0,11,1,5,0.0,2,1,5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
33,25960,13.0,14,2,11,8.0,7,1,4,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
49,47280,8.0,11,3,5,3.0,4,0,4,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
33,43020,11.0,13,10,0,2.0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
38,29790,9.0,12,28,6,4.0,5,0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
31,168850,10.0,14,9,1,2.0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
29,55930,1.0,13,3,1,1.0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
30,104450,10.0,18,2,7,3.0,7,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
32,87400,12.0,11,10,7,2.0,7,0,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
38,25140,15.0,11,8,1,3.0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
43,76550,6.0,12,1,1,9.0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
42,174650,7.0,13,1,5,8.0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
55,73510,34.0,20,3,1,8.0,0,0,3,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
33,108200,11.0,12,14,9,5.0,7,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0
41,121690,5.0,19,5,5,1.0,4,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
34,196260,15.0,21,7,15,1.0,7,0,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
53,20700,27.0,13,10,3,4.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
43,67820,10.0,16,16,9,0.0,8,1,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
34,77790,6.0,12,10,2,5.0,2,2,2,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
21,27910,1.0,14,1,1,1.0,0,1,3,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
38,32010,5.0,11,8,5,1.0,4,0,3,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
22,49680,1.0,14,1,1,1.0,0,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
31,131200,13.0,12,8,12,1.0,7,5,6,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
51,40330,15.0,14,1,2,2.0,2,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
37,32910,5.0,16,24,5,1.0,3,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
46,42720,24.0,13,3,2,7.0,2,2,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
36,50560,15.0,12,27,12,7.0,7,5,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
44,28440,6.0,12,10,5,1.0,3,2,2,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
37,27030,19.0,14,19,10,2.0,7,4,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
35,19040,10.0,22,15,10,1.0,7,7,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
33,82240,14.0,19,8,10,6.0,6,7,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
28,47660,5.0,12,9,5,1.0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
39,26100,9.0,12,3,4,7.0,2,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
46,57310,6.0,17,9,2,8.0,2,2,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
40,25390,7.0,12,2,4,4.0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
42,57140,10.0,11,7,0,5.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,43230,15.0,18,10,7,2.0,7,1,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
38,73360,13.0,11,6,11,5.0,8,3,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
34,134990,11.0,23,2,7,4.0,7,0,2,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0
37,137580,10.0,11,24,10,1.0,8,0,5,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
39,51550,7.0,18,2,2,2.0,2,2,3,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
43,22580,7.0,18,8,3,4.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
41,35970,11.0,13,3,3,3.0,2,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
41,25150,23.0,18,1,22,0.0,5,13,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
30,44200,9.0,11,26,7,9.0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
26,65780,6.0,15,2,5,0.0,4,1,3,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0
46,44220,13.0,11,10,9,4.0,7,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
40,102740,12.0,18,27,5,4.0,3,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
34,53430,10.0,14,2,10,1.0,8,4,5,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
58,23760,37.0,12,2,16,4.0,14,14,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
35,53460,6.0,14,8,5,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,28270,28.0,14,19,22,8.0,10,14,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
40,199430,15.0,13,1,7,2.0,7,7,3,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
54,31310,14.0,14,27,7,4.0,7,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
31,25520,9.0,18,8,3,2.0,2,2,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
28,44770,3.0,15,1,3,1.0,2,1,6,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
38,64740,20.0,13,19,4,2.0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
26,30330,5.0,12,8,5,1.0,2,1,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
58,29360,23.0,13,10,2,2.0,2,2,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
18,186060,0.0,24,2,0,1.0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
31,21680,2.0,14,2,1,0.0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
29,28530,4.0,14,8,2,4.0,0,2,5,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
45,170480,10.0,15,1,8,4.0,7,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
36,22900,15.0,11,2,1,4.0,0,0,5,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
43,36000,7.0,23,8,7,1.0,7,7,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
27,21070,6.0,13,8,5,0.0,2,0,2,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
29,41150,11.0,11,6,11,1.0,10,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
32,43270,4.0,13,9,0,8.0,0,0,4,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
42,178560,10.0,18,11,6,3.0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
47,31960,7.0,14,2,2,4.0,0,2,3,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
46,190810,12.0,21,1,9,3.0,7,4,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
28,89660,3.0,16,7,3,1.0,2,2,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
29,22100,11.0,11,16,7,8.0,6,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
42,45390,8.0,17,2,0,4.0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32,27410,7.0,11,1,2,7.0,2,2,3,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
46,34910,25.0,14,23,19,2.0,8,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
27,45410,9.0,14,2,9,1.0,8,5,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
29,26780,1.0,25,1,1,1.0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
43,73790,21.0,13,1,16,7.0,14,6,3,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
48,62720,29.0,14,2,22,4.0,9,12,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
29,52200,1.0,17,13,1,1.0,0,1,3,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
46,27430,14.0,25,4,8,5.0,7,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
27,49980,8.0,20,16,7,0.0,3,7,3,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
39,102520,7.0,13,2,2,8.0,2,2,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
55,27810,19.0,13,2,5,8.0,4,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
28,68520,1.0,18,29,1,1.0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
30,49500,1.0,12,12,1,1.0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
22,35790,1.0,19,16,1,1.0,0,0,3,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
36,131910,10.0,14,11,10,1.0,7,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
31,103770,10.0,14,2,10,1.0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
34,22350,9.0,14,14,5,2.0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
29,105020,11.0,12,5,3,3.0,2,1,4,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
37,20110,16.0,13,7,5,5.0,4,0,4,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
35,18590,4.0,25,2,3,0.0,2,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
45,37600,10.0,14,3,9,0.0,8,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36,177790,10.0,17,5,10,1.0,8,0,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
40,68330,22.0,13,3,19,2.0,16,11,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
26,68120,1.0,13,26,1,1.0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
27,51710,9.0,20,4,8,0.0,7,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
48,197400,24.0,14,2,22,3.0,7,4,2,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0
44,187110,10.0,12,1,2,2.0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
34,36920,5.0,12,27,5,1.0,0,3,5,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0
56,25590,5.0,21,1,4,1.0,0,1,3,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
36,25170,12.0,14,13,4,2.0,3,1,3,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
41,66230,14.0,18,5,5,5.0,4,1,3,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0
42,182650,18.0,12,7,13,9.0,7,5,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
31,161240,8.0,23,9,5,2.0,4,1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
34,25850,9.0,12,8,4,3.0,1,0,5,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
31,182130,4.0,21,25,2,8.0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
26,83800,8.0,14,16,7,1.0,7,7,3,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
45,29940,12.0,18,8,4,4.0,3,0,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
33,12230,10.0,13,1,10,1.0,9,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
28,11180,7.0,11,8,7,1.0,7,0,3,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
29,28750,1.0,11,2,1,1.0,0,0,3,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1
39,188240,10.0,19,8,3,6.0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
27,135770,6.0,12,3,5,1.0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
34,26250,16.0,12,9,15,1.0,11,6,4,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
28,187890,6.0,16,25,2,3.0,2,2,4,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
47,45380,16.0,11,1,8,8.0,7,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
56,198470,6.0,14,4,0,4.0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
39,105120,10.0,12,1,10,1.0,9,7,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,44440,20.0,13,4,20,1.0,7,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
58,21540,29.0,21,5,1,4.0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
32,191900,8.0,17,9,4,3.0,3,0,2,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
38,44900,10.0,21,3,5,2.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
49,35060,28.0,11,11,5,3.0,3,4,4,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
42,23720,14.0,12,1,0,3.0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
27,102310,1.0,13,8,1,1.0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
35,54100,6.0,18,25,5,0.0,4,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
28,79780,5.0,16,21,5,1.0,4,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
31,38670,4.0,11,23,4,1.0,3,2,4,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
36,28380,5.0,19,1,5,1.0,2,0,5,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
34,46950,14.0,16,2,14,1.0,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
34,33390,9.0,16,19,8,1.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
26,20800,8.0,13,2,7,0.0,6,7,6,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
29,20960,6.0,22,2,5,0.0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,62090,9.0,17,3,5,5.0,2,1,5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
31,180610,10.0,14,25,10,1.0,7,8,2,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
28,171230,6.0,15,7,4,5.0,3,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
38,23720,20.0,12,9,1,4.0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,48830,10.0,18,5,10,1.0,9,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
27,39040,7.0,15,2,7,1.0,7,0,2,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
32,46270,8.0,17,8,1,8.0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
31,70940,10.0,14,2,10,1.0,8,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
53,34230,15.0,15,18,2,6.0,2,2,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
54,66740,9.0,17,14,4,3.0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,168800,9.0,14,2,9,1.0,8,2,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
43,90940,10.0,12,3,10,1.0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,84460,7.0,14,2,6,0.0,2,1,3,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
55,119160,35.0,15,9,10,4.0,4,1,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
31,45340,1.0,13,6,1,1.0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
39,98520,21.0,12,4,20,0.0,10,11,5,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
42,61510,20.0,13,10,20,1.0,7,3,3,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
31,23020,13.0,14,14,11,4.0,8,4,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
54,23620,9.0,13,1,5,6.0,4,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
24,178610,4.0,11,5,4,1.0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23,191870,5.0,11,7,5,1.0,4,1,2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
40,197170,10.0,21,21,10,1.0,4,9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
40,35440,15.0,18,8,11,3.0,10,5,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
25,85000,6.0,12,20,2,4.0,2,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
30,46610,12.0,11,20,12,1.0,7,1,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
