,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
1020,1020,5430,1020,1021,4.0,1.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,27,3,Technical Degree,1,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,2016-12-31,2,3,2016-12-31,,,,,
1021,1021,5431,1021,1022,3.0,2.0,2.0,2016-12-31,44,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,2016-12-31,4,3,2016-12-31,169.0,Yes,2016-07-25,Resignation,Stress
1022,1022,5432,1022,1023,3.0,2.0,2.0,2016-12-31,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,2016-12-31,3,3,2016-12-31,,,,,
1023,1023,5433,1023,1024,3.0,4.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,2016-12-31,3,4,2016-12-31,170.0,Yes,2016-05-07,Resignation,Others
1024,1024,5434,1024,1025,4.0,1.0,3.0,2016-12-31,33,Travel_Rarely,Research & Development,8,5,Medical,1,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,2016-12-31,3,3,2016-12-31,,,,,
1025,1025,5435,1025,1026,3.0,4.0,4.0,2016-12-31,28,Travel_Rarely,Sales,9,3,Medical,1,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
1026,1026,5436,1026,1027,3.0,3.0,3.0,2016-12-31,39,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,2016-12-31,2,3,2016-12-31,,,,,
1027,1027,5437,1027,1028,2.0,2.0,3.0,2016-12-31,46,Non-Travel,Research & Development,9,2,Life Sciences,1,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
1028,1028,5438,1028,1029,3.0,1.0,2.0,2016-12-31,40,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,2016-12-31,3,3,2016-12-31,,,,,
1029,1029,5439,1029,1030,2.0,1.0,2.0,2016-12-31,42,Travel_Rarely,Research & Development,7,4,Other,1,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1030,1030,5440,1030,1031,2.0,4.0,3.0,2016-12-31,35,Non-Travel,Sales,10,1,Life Sciences,1,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,2016-12-31,3,3,2016-12-31,,,,,
1031,1031,5441,1031,1032,1.0,2.0,3.0,2016-12-31,38,Non-Travel,Sales,6,4,Marketing,1,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,2016-12-31,3,3,2016-12-31,,,,,
1032,1032,5442,1032,1033,4.0,1.0,2.0,2016-12-31,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,2016-12-31,4,4,2016-12-31,171.0,Yes,2016-08-22,Resignation,Stress
1033,1033,5443,1033,1034,4.0,1.0,1.0,2016-12-31,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,2016-12-31,3,3,2016-12-31,172.0,Yes,2016-09-09,Resignation,Others
1034,1034,5444,1034,1035,3.0,4.0,3.0,2016-12-31,39,Travel_Frequently,Research & Development,2,1,Medical,1,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
1035,1035,5445,1035,1036,1.0,3.0,2.0,2016-12-31,43,Non-Travel,Human Resources,8,5,Medical,1,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,2016-12-31,3,3,2016-12-31,,,,,
1036,1036,5446,1036,1037,2.0,2.0,1.0,2016-12-31,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,2016-12-31,1,3,2016-12-31,,,,,
1037,1037,5447,1037,1038,3.0,3.0,4.0,2016-12-31,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,2016-12-31,2,3,2016-12-31,,,,,
1038,1038,5448,1038,1039,1.0,3.0,3.0,2016-12-31,30,Travel_Rarely,Sales,26,3,Marketing,1,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,2016-12-31,3,3,2016-12-31,,,,,
1039,1039,5449,1039,1040,4.0,2.0,3.0,2016-12-31,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,2016-12-31,2,3,2016-12-31,173.0,Yes,2016-03-03,Resignation,Others
1040,1040,5450,1040,1041,4.0,2.0,4.0,2016-12-31,46,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,2016-12-31,3,3,2016-12-31,174.0,Yes,2016-12-06,Resignation,Others
1041,1041,5451,1041,1042,3.0,4.0,3.0,2016-12-31,40,Travel_Rarely,Sales,27,2,Medical,1,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
1042,1042,5452,1042,1043,2.0,3.0,3.0,2016-12-31,34,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,2016-12-31,2,3,2016-12-31,,,,,
1043,1043,5453,1043,1044,2.0,2.0,2.0,2016-12-31,58,Non-Travel,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,2016-12-31,3,3,2016-12-31,,,,,
1044,1044,5454,1044,1045,2.0,3.0,4.0,2016-12-31,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,2016-12-31,2,3,2016-12-31,,,,,
1045,1045,5455,1045,1046,3.0,2.0,3.0,2016-12-31,47,Travel_Rarely,Research & Development,19,5,Medical,1,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,2016-12-31,3,3,2016-12-31,,,,,
1046,1046,5456,1046,1047,2.0,1.0,3.0,2016-12-31,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,2016-12-31,3,3,2016-12-31,,,,,
1047,1047,5457,1047,1048,4.0,4.0,2.0,2016-12-31,54,Travel_Rarely,Sales,27,4,Medical,1,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,2016-12-31,2,3,2016-12-31,,,,,
1048,1048,5458,1048,1049,1.0,1.0,3.0,2016-12-31,31,Travel_Frequently,Sales,8,4,Other,1,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,2016-12-31,3,3,2016-12-31,,,,,
1049,1049,5459,1049,1050,3.0,1.0,3.0,2016-12-31,28,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,2016-12-31,3,3,2016-12-31,,,,,
1050,1050,5460,1050,1051,2.0,4.0,2.0,2016-12-31,38,Travel_Rarely,Research & Development,19,3,Medical,1,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,2016-12-31,1,3,2016-12-31,,,,,
1051,1051,5461,1051,1052,3.0,4.0,3.0,2016-12-31,26,Travel_Rarely,Sales,8,3,Marketing,1,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,2016-12-31,2,3,2016-12-31,,,,,
1052,1052,5462,1052,1053,1.0,3.0,3.0,2016-12-31,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
1053,1053,5463,1053,1054,2.0,3.0,1.0,2016-12-31,18,Non-Travel,Research & Development,2,3,Life Sciences,1,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,2016-12-31,3,4,2016-12-31,,,,,
1054,1054,5464,1054,1055,4.0,1.0,3.0,2016-12-31,31,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,2016-12-31,3,3,2016-12-31,175.0,Yes,2016-05-18,Resignation,Salary
1055,1055,5465,1055,1056,1.0,1.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,2016-12-31,2,3,2016-12-31,176.0,Yes,2016-03-28,Resignation,Salary
1056,1056,5466,1056,1057,3.0,3.0,4.0,2016-12-31,45,Non-Travel,Sales,1,4,Technical Degree,1,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,2016-12-31,2,3,2016-12-31,,,,,
1057,1057,5467,1057,1058,4.0,2.0,3.0,2016-12-31,36,Travel_Rarely,Sales,2,3,Technical Degree,1,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
1058,1058,5468,1058,1059,1.0,4.0,3.0,2016-12-31,43,Travel_Frequently,Sales,8,3,Medical,1,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,2016-12-31,3,4,2016-12-31,,,,,
1059,1059,5469,1059,1060,4.0,4.0,2.0,2016-12-31,27,Travel_Frequently,Sales,8,4,Life Sciences,1,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,2016-12-31,3,3,2016-12-31,,,,,
1060,1060,5470,1060,1061,4.0,4.0,4.0,2016-12-31,29,Travel_Frequently,Research & Development,6,2,Medical,1,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,2016-12-31,3,3,2016-12-31,,,,,
1061,1061,5471,1061,1062,4.0,4.0,4.0,2016-12-31,32,Travel_Frequently,Sales,9,4,Life Sciences,1,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1062,1062,5472,1062,1063,3.0,3.0,2.0,2016-12-31,42,Non-Travel,Research & Development,11,3,Medical,1,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,2016-12-31,3,3,2016-12-31,,,,,
1063,1063,5473,1063,1064,2.0,3.0,3.0,2016-12-31,47,Travel_Rarely,Sales,2,2,Life Sciences,1,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,2016-12-31,2,3,2016-12-31,,,,,
1064,1064,5474,1064,1065,4.0,4.0,2.0,2016-12-31,46,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,2016-12-31,3,4,2016-12-31,,,,,
1065,1065,5475,1065,1066,3.0,4.0,3.0,2016-12-31,28,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,2016-12-31,2,3,2016-12-31,,,,,
1066,1066,5476,1066,1067,4.0,3.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,2016-12-31,3,3,2016-12-31,,,,,
1067,1067,5477,1067,1068,4.0,3.0,3.0,2016-12-31,42,Travel_Rarely,Sales,2,4,Medical,1,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1068,1068,5478,1068,1069,3.0,2.0,2.0,2016-12-31,32,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,2016-12-31,3,3,2016-12-31,177.0,Yes,2016-01-04,Resignation,Others
1069,1069,5479,1069,1070,1.0,1.0,3.0,2016-12-31,46,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,2016-12-31,3,3,2016-12-31,,,,,
1070,1070,5480,1070,1071,2.0,3.0,3.0,2016-12-31,27,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,2016-12-31,4,3,2016-12-31,,,,,
1071,1071,5481,1071,1072,4.0,2.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,2016-12-31,3,4,2016-12-31,,,,,
1072,1072,5482,1072,1073,1.0,3.0,3.0,2016-12-31,43,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,2016-12-31,2,3,2016-12-31,,,,,
1073,1073,5483,1073,1074,4.0,2.0,3.0,2016-12-31,48,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,2016-12-31,2,3,2016-12-31,,,,,
1074,1074,5484,1074,1075,4.0,4.0,2.0,2016-12-31,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,2016-12-31,2,3,2016-12-31,178.0,Yes,2016-01-06,Resignation,Salary
1075,1075,5485,1075,1076,3.0,2.0,3.0,2016-12-31,46,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,2016-12-31,4,4,2016-12-31,179.0,Yes,2016-02-08,Resignation,Others
1076,1076,5486,1076,1077,4.0,1.0,2.0,2016-12-31,27,Travel_Frequently,Research & Development,16,4,Medical,1,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,2016-12-31,3,4,2016-12-31,,,,,
1077,1077,5487,1077,1078,3.0,4.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,2,3,Technical Degree,1,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
1078,1078,5488,1078,1079,2.0,4.0,4.0,2016-12-31,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,2016-12-31,3,3,2016-12-31,,,,,
1079,1079,5489,1079,1080,2.0,2.0,3.0,2016-12-31,28,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,2016-12-31,4,3,2016-12-31,,,,,
1080,1080,5490,1080,1081,2.0,4.0,2.0,2016-12-31,30,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,2016-12-31,3,3,2016-12-31,180.0,Yes,2016-07-26,Resignation,Salary
1081,1081,5491,1081,1082,4.0,2.0,3.0,2016-12-31,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,2016-12-31,3,3,2016-12-31,181.0,Yes,2016-05-28,Resignation,Salary
1082,1082,5492,1082,1083,2.0,3.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,2016-12-31,2,3,2016-12-31,,,,,
1083,1083,5493,1083,1084,2.0,3.0,3.0,2016-12-31,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,2016-12-31,3,3,2016-12-31,,,,,
1084,1084,5494,1084,1085,3.0,4.0,3.0,2016-12-31,34,Travel_Rarely,Sales,14,2,Technical Degree,1,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,2016-12-31,3,3,2016-12-31,,,,,
1085,1085,5495,1085,1086,4.0,1.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,2016-12-31,2,3,2016-12-31,,,,,
1086,1086,5496,1086,1087,4.0,1.0,3.0,2016-12-31,37,Travel_Rarely,Research & Development,7,2,Medical,1,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,2016-12-31,4,3,2016-12-31,,,,,
1087,1087,5497,1087,1088,4.0,2.0,3.0,2016-12-31,35,Travel_Rarely,Sales,2,1,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,2016-12-31,2,4,2016-12-31,,,,,
1088,1088,5498,1088,1089,2.0,4.0,2.0,2016-12-31,45,Travel_Rarely,Research & Development,3,3,Medical,1,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,2016-12-31,2,3,2016-12-31,,,,,
1089,1089,5499,1089,1090,2.0,4.0,2.0,2016-12-31,36,Travel_Frequently,Research & Development,5,3,Medical,1,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,2016-12-31,1,3,2016-12-31,,,,,
1090,1090,5500,1090,1091,1.0,1.0,3.0,2016-12-31,40,Travel_Rarely,Research & Development,3,3,Other,1,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,2016-12-31,3,3,2016-12-31,,,,,
1091,1091,5501,1091,1092,2.0,3.0,2.0,2016-12-31,26,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,2016-12-31,2,3,2016-12-31,,,,,
1092,1092,5502,1092,1093,1.0,3.0,3.0,2016-12-31,27,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,2016-12-31,2,4,2016-12-31,,,,,
1093,1093,5503,1093,1094,4.0,4.0,3.0,2016-12-31,48,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,2016-12-31,4,3,2016-12-31,,,,,
1094,1094,5504,1094,1095,2.0,1.0,3.0,2016-12-31,44,Travel_Rarely,Sales,1,2,Medical,1,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
1095,1095,5505,1095,1096,4.0,1.0,3.0,2016-12-31,34,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,2016-12-31,3,3,2016-12-31,182.0,Yes,2016-09-03,Resignation,Others
1096,1096,5506,1096,1097,1.0,4.0,3.0,2016-12-31,56,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,2016-12-31,3,4,2016-12-31,183.0,Yes,2016-09-04,Resignation,Others
1097,1097,5507,1097,1098,3.0,2.0,1.0,2016-12-31,36,Travel_Rarely,Research & Development,13,3,Technical Degree,1,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,2016-12-31,3,3,2016-12-31,,,,,
1098,1098,5508,1098,1099,3.0,2.0,3.0,2016-12-31,41,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,2016-12-31,3,3,2016-12-31,,,,,
1099,1099,5509,1099,1100,3.0,1.0,4.0,2016-12-31,42,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,2016-12-31,3,3,2016-12-31,,,,,
1100,1100,5510,1100,1101,3.0,4.0,3.0,2016-12-31,31,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,2016-12-31,2,4,2016-12-31,,,,,
1101,1101,5511,1101,1102,4.0,4.0,2.0,2016-12-31,34,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,2016-12-31,3,3,2016-12-31,,,,,
1102,1102,5512,1102,1103,1.0,3.0,2.0,2016-12-31,31,Travel_Rarely,Sales,25,2,Life Sciences,1,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,2016-12-31,4,4,2016-12-31,,,,,
1103,1103,5513,1103,1104,3.0,4.0,3.0,2016-12-31,26,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,2,Healthcare Representative,Married,83800,1.0,Y,14,8,0,8.0,3,7,7,7,2016-12-31,4,3,2016-12-31,,,,,
1104,1104,5514,1104,1105,2.0,3.0,3.0,2016-12-31,45,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,2016-12-31,3,3,2016-12-31,,,,,
1105,1105,5515,1105,1106,2.0,3.0,2.0,2016-12-31,33,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,2016-12-31,3,3,2016-12-31,,,,,
1106,1106,5516,1106,1107,3.0,4.0,3.0,2016-12-31,28,Travel_Frequently,Sales,8,3,Life Sciences,1,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,2016-12-31,3,3,2016-12-31,,,,,
1107,1107,5517,1107,1108,3.0,1.0,3.0,2016-12-31,29,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,2016-12-31,3,3,2016-12-31,184.0,Yes,2016-06-08,Resignation,Others
1108,1108,5518,1108,1109,1.0,3.0,3.0,2016-12-31,39,Non-Travel,Research & Development,8,5,Medical,1,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,2016-12-31,3,3,2016-12-31,,,,,
1109,1109,5519,1109,1110,2.0,2.0,2.0,2016-12-31,27,Travel_Rarely,Sales,3,2,Technical Degree,1,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,2016-12-31,3,3,2016-12-31,,,,,
1110,1110,5520,1110,1111,3.0,4.0,3.0,2016-12-31,34,Travel_Frequently,Research & Development,9,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,2016-12-31,3,3,2016-12-31,,,,,
1111,1111,5521,1111,1112,4.0,3.0,3.0,2016-12-31,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,2016-12-31,3,3,2016-12-31,185.0,Yes,2016-08-25,Resignation,Stress
1112,1112,5522,1112,1113,3.0,2.0,4.0,2016-12-31,47,Non-Travel,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,2016-12-31,3,3,2016-12-31,,,,,
1113,1113,5523,1113,1114,4.0,1.0,3.0,2016-12-31,56,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1114,1114,5524,1114,1115,1.0,1.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,1,3,Other,1,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,2016-12-31,3,3,2016-12-31,,,,,
1115,1115,5525,1115,1116,4.0,2.0,3.0,2016-12-31,38,Travel_Frequently,Research & Development,4,2,Medical,1,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,2016-12-31,3,3,2016-12-31,,,,,
1116,1116,5526,1116,1117,4.0,4.0,2.0,2016-12-31,58,Travel_Rarely,Sales,5,3,Marketing,1,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,2016-12-31,3,4,2016-12-31,,,,,
1117,1117,5527,1117,1118,1.0,3.0,3.0,2016-12-31,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,2016-12-31,3,3,2016-12-31,186.0,Yes,2016-02-16,Resignation,Salary
1118,1118,5528,1118,1119,2.0,4.0,4.0,2016-12-31,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,2016-12-31,3,4,2016-12-31,,,,,
1119,1119,5529,1119,1120,2.0,4.0,3.0,2016-12-31,49,Travel_Frequently,Sales,11,4,Life Sciences,1,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,2016-12-31,2,3,2016-12-31,,,,,
1120,1120,5530,1120,1121,2.0,4.0,3.0,2016-12-31,42,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1121,1121,5531,1121,1122,1.0,2.0,3.0,2016-12-31,27,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,2016-12-31,3,3,2016-12-31,187.0,Yes,2016-05-04,Resignation,Others
1122,1122,5532,1122,1123,2.0,1.0,1.0,2016-12-31,35,Travel_Rarely,Research & Development,25,1,Medical,1,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,2016-12-31,3,3,2016-12-31,,,,,
1123,1123,5533,1123,1124,3.0,3.0,2.0,2016-12-31,28,Non-Travel,Research & Development,21,1,Medical,1,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,2016-12-31,3,3,2016-12-31,,,,,
