,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
638,638,638,638,639,3.0,1.0,3.0,2015-12-31,31,Travel_Rarely,Sales,24,1,Marketing,1,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,2015-12-31,4,3,2015-12-31,,,,,
639,639,639,639,640,3.0,4.0,3.0,2015-12-31,59,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,2015-12-31,3,3,2015-12-31,,,,,
640,640,640,640,641,3.0,4.0,3.0,2015-12-31,43,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,2015-12-31,3,3,2015-12-31,,,,,
641,641,641,641,642,1.0,3.0,4.0,2015-12-31,49,Travel_Rarely,Sales,14,4,Life Sciences,1,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,2015-12-31,2,3,2015-12-31,,,,,
642,642,642,642,643,3.0,2.0,2.0,2015-12-31,36,Travel_Frequently,Sales,5,2,Marketing,1,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,2015-12-31,3,3,2015-12-31,,,,,
643,643,643,643,644,4.0,2.0,2.0,2015-12-31,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,2015-12-31,4,3,2015-12-31,,,,,
644,644,644,644,645,1.0,3.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
645,645,645,645,646,3.0,4.0,3.0,2015-12-31,29,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,2015-12-31,3,3,2015-12-31,,,,,
646,646,646,646,647,4.0,4.0,4.0,2015-12-31,48,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
647,647,647,647,648,4.0,4.0,2.0,2015-12-31,29,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,2,Healthcare Representative,Divorced,48050,1.0,Y,16,8,1,9.0,2,7,1,7,2015-12-31,3,3,2015-12-31,,,,,
648,648,648,648,649,3.0,3.0,2.0,2015-12-31,34,Travel_Rarely,Sales,9,4,Medical,1,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
649,649,649,649,650,2.0,2.0,3.0,2015-12-31,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,2015-12-31,3,3,2015-12-31,,,,,
650,650,650,650,651,4.0,3.0,3.0,2015-12-31,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,2015-12-31,4,3,2015-12-31,,,,,
651,651,651,651,652,2.0,4.0,3.0,2015-12-31,19,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,2015-12-31,3,4,2015-12-31,,,,,
652,652,652,652,653,4.0,3.0,3.0,2015-12-31,23,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,2015-12-31,3,3,2015-12-31,,,,,
653,653,653,653,654,3.0,4.0,3.0,2015-12-31,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,2015-12-31,3,3,2015-12-31,,,,,
654,654,654,654,655,3.0,4.0,2.0,2015-12-31,26,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,2015-12-31,3,3,2015-12-31,,,,,
655,655,655,655,656,1.0,2.0,3.0,2015-12-31,45,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,2015-12-31,3,3,2015-12-31,,,,,
656,656,656,656,657,4.0,2.0,3.0,2015-12-31,55,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,2015-12-31,4,4,2015-12-31,,,,,
657,657,657,657,658,1.0,3.0,1.0,2015-12-31,21,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,2015-12-31,3,3,2015-12-31,,,,,
658,658,658,658,659,4.0,2.0,3.0,2015-12-31,46,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,2015-12-31,1,3,2015-12-31,,,,,
659,659,659,659,660,3.0,1.0,3.0,2015-12-31,34,Travel_Rarely,Sales,13,4,Medical,1,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,2015-12-31,2,3,2015-12-31,,,,,
660,660,660,660,661,4.0,2.0,2.0,2015-12-31,51,Travel_Frequently,Research & Development,14,3,Life Sciences,1,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,2015-12-31,3,3,2015-12-31,,,,,
661,661,661,661,662,4.0,4.0,2.0,2015-12-31,59,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,2015-12-31,3,4,2015-12-31,,,,,
662,662,662,662,663,3.0,2.0,4.0,2015-12-31,34,Travel_Frequently,Sales,14,4,Medical,1,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,2015-12-31,3,3,2015-12-31,,,,,
663,663,663,663,664,4.0,3.0,2.0,2015-12-31,28,Travel_Frequently,Research & Development,2,3,Other,1,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
664,664,664,664,665,3.0,1.0,2.0,2015-12-31,44,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,2015-12-31,1,3,2015-12-31,,,,,
665,665,665,665,666,3.0,2.0,4.0,2015-12-31,34,Travel_Frequently,Sales,1,3,Life Sciences,1,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,2015-12-31,3,3,2015-12-31,,,,,
666,666,666,666,667,3.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,2015-12-31,3,3,2015-12-31,,,,,
667,667,667,667,668,2.0,2.0,3.0,2015-12-31,42,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
668,668,668,668,669,4.0,4.0,4.0,2015-12-31,43,Travel_Rarely,Research & Development,7,2,Medical,1,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,2015-12-31,4,3,2015-12-31,,,,,
669,669,669,669,670,3.0,2.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,2015-12-31,2,4,2015-12-31,,,,,
670,670,670,670,671,1.0,4.0,3.0,2015-12-31,44,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,2015-12-31,3,3,2015-12-31,,,,,
671,671,671,671,672,4.0,4.0,3.0,2015-12-31,28,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,2015-12-31,3,3,2015-12-31,,,,,
672,672,672,672,673,2.0,3.0,2.0,2015-12-31,51,Travel_Frequently,Sales,21,4,Medical,1,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,2015-12-31,3,3,2015-12-31,,,,,
673,673,673,673,674,3.0,3.0,3.0,2015-12-31,30,Non-Travel,Research & Development,2,4,Other,1,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,2015-12-31,3,3,2015-12-31,,,,,
674,674,674,674,675,2.0,3.0,3.0,2015-12-31,29,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,2015-12-31,3,3,2015-12-31,,,,,
675,675,675,675,676,4.0,1.0,2.0,2015-12-31,28,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,2015-12-31,3,3,2015-12-31,,,,,
676,676,676,676,677,4.0,2.0,2.0,2015-12-31,25,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,2015-12-31,3,4,2015-12-31,,,,,
677,677,677,677,678,3.0,4.0,4.0,2015-12-31,32,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,2015-12-31,3,3,2015-12-31,,,,,
678,678,678,678,679,3.0,2.0,3.0,2015-12-31,45,Travel_Frequently,Research & Development,19,3,Medical,1,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
679,679,679,679,680,3.0,2.0,3.0,2015-12-31,39,Travel_Rarely,Sales,29,1,Marketing,1,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,2015-12-31,3,3,2015-12-31,,,,,
680,680,680,680,681,1.0,3.0,3.0,2015-12-31,58,Travel_Rarely,Research & Development,27,3,Other,1,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,2015-12-31,1,3,2015-12-31,,,,,
681,681,681,681,682,4.0,3.0,3.0,2015-12-31,32,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,2015-12-31,3,3,2015-12-31,,,,,
682,682,682,682,683,3.0,1.0,3.0,2015-12-31,39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,2015-12-31,2,4,2015-12-31,,,,,
683,683,683,683,684,1.0,4.0,3.0,2015-12-31,30,Travel_Rarely,Sales,9,1,Marketing,1,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,2015-12-31,4,3,2015-12-31,,,,,
684,684,684,684,685,4.0,3.0,3.0,2015-12-31,36,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,2015-12-31,2,3,2015-12-31,,,,,
685,685,685,685,686,4.0,1.0,4.0,2015-12-31,46,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,2015-12-31,2,3,2015-12-31,,,,,
686,686,686,686,687,3.0,4.0,3.0,2015-12-31,28,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,2015-12-31,2,3,2015-12-31,,,,,
687,687,687,687,688,4.0,1.0,3.0,2015-12-31,50,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,2015-12-31,2,4,2015-12-31,,,,,
688,688,688,688,689,4.0,2.0,3.0,2015-12-31,40,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,2015-12-31,2,3,2015-12-31,,,,,
689,689,689,689,690,2.0,2.0,2.0,2015-12-31,52,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,2015-12-31,3,3,2015-12-31,,,,,
690,690,690,690,691,2.0,1.0,3.0,2015-12-31,30,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2015-12-31,2,3,2015-12-31,,,,,
691,691,691,691,692,1.0,3.0,3.0,2015-12-31,39,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,2015-12-31,3,3,2015-12-31,,,,,
692,692,692,692,693,4.0,3.0,2.0,2015-12-31,31,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,2015-12-31,2,3,2015-12-31,,,,,
693,693,693,693,694,3.0,2.0,3.0,2015-12-31,41,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,2015-12-31,3,3,2015-12-31,,,,,
694,694,694,694,695,4.0,2.0,4.0,2015-12-31,31,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,2015-12-31,3,3,2015-12-31,,,,,
695,695,695,695,696,1.0,1.0,4.0,2015-12-31,44,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,2015-12-31,3,3,2015-12-31,,,,,
696,696,696,696,697,3.0,3.0,2.0,2015-12-31,42,Non-Travel,Research & Development,4,3,Life Sciences,1,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,2015-12-31,2,3,2015-12-31,,,,,
697,697,697,697,698,4.0,3.0,3.0,2015-12-31,55,Travel_Rarely,Sales,11,3,Technical Degree,1,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11,2015-12-31,3,3,2015-12-31,,,,,
698,698,698,698,699,4.0,2.0,3.0,2015-12-31,56,Travel_Rarely,Sales,3,2,Medical,1,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,2015-12-31,3,3,2015-12-31,,,,,
699,699,699,699,700,3.0,3.0,3.0,2015-12-31,40,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0,2015-12-31,3,3,2015-12-31,,,,,
700,700,700,700,701,4.0,4.0,2.0,2015-12-31,34,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,2015-12-31,3,4,2015-12-31,,,,,
701,701,701,701,702,3.0,4.0,3.0,2015-12-31,40,Travel_Rarely,Sales,4,3,Medical,1,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8,2015-12-31,2,3,2015-12-31,,,,,
702,702,702,702,703,3.0,1.0,3.0,2015-12-31,41,Travel_Frequently,Sales,1,4,Other,1,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,2015-12-31,2,3,2015-12-31,,,,,
703,703,703,703,704,3.0,3.0,3.0,2015-12-31,35,Travel_Frequently,Sales,1,2,Technical Degree,1,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,2015-12-31,2,3,2015-12-31,,,,,
704,704,704,704,705,3.0,2.0,3.0,2015-12-31,51,Travel_Rarely,Sales,18,2,Life Sciences,1,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,2015-12-31,3,3,2015-12-31,,,,,
705,705,705,705,706,2.0,1.0,3.0,2015-12-31,38,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,2015-12-31,2,3,2015-12-31,,,,,
706,706,706,706,707,3.0,1.0,4.0,2015-12-31,34,Travel_Rarely,Sales,4,3,Life Sciences,1,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6,2015-12-31,4,3,2015-12-31,,,,,
707,707,707,707,708,4.0,4.0,2.0,2015-12-31,25,Travel_Rarely,Research & Development,6,2,Medical,1,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2,2015-12-31,3,3,2015-12-31,,,,,
708,708,708,708,709,3.0,1.0,2.0,2015-12-31,58,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,2015-12-31,4,3,2015-12-31,,,,,
709,709,709,709,710,2.0,2.0,3.0,2015-12-31,40,Travel_Rarely,Research & Development,14,4,Medical,1,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,2015-12-31,1,4,2015-12-31,,,,,
710,710,710,710,711,1.0,1.0,2.0,2015-12-31,36,Travel_Frequently,Sales,16,2,Life Sciences,1,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13,2015-12-31,3,3,2015-12-31,,,,,
711,711,711,711,712,4.0,4.0,3.0,2015-12-31,48,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8,2015-12-31,2,4,2015-12-31,,,,,
712,712,712,712,713,3.0,4.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
713,713,713,713,714,4.0,2.0,2.0,2015-12-31,51,Travel_Rarely,Research & Development,4,1,Medical,1,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
714,714,714,714,715,4.0,4.0,4.0,2015-12-31,18,Non-Travel,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0,2015-12-31,3,4,2015-12-31,,,,,
715,715,715,715,716,4.0,4.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,1,4,Other,1,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0,2015-12-31,2,3,2015-12-31,,,,,
716,716,716,716,717,4.0,4.0,3.0,2015-12-31,27,Travel_Frequently,Research & Development,26,4,Medical,1,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0,2015-12-31,4,3,2015-12-31,,,,,
717,717,717,717,718,1.0,3.0,2.0,2015-12-31,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,2015-12-31,4,3,2015-12-31,,,,,
718,718,718,718,719,4.0,2.0,3.0,2015-12-31,56,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9,2015-12-31,3,3,2015-12-31,,,,,
719,719,719,719,720,1.0,3.0,3.0,2015-12-31,34,Non-Travel,Sales,1,2,Life Sciences,1,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0,2015-12-31,3,3,2015-12-31,,,,,
720,720,720,720,721,2.0,3.0,3.0,2015-12-31,40,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8,2015-12-31,2,3,2015-12-31,,,,,
721,721,721,721,722,2.0,3.0,3.0,2015-12-31,34,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7,2015-12-31,4,3,2015-12-31,,,,,
722,722,722,722,723,3.0,4.0,4.0,2015-12-31,31,Travel_Frequently,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,1,0,0,2015-12-31,1,3,2015-12-31,,,,,
723,723,723,723,724,4.0,3.0,2.0,2015-12-31,35,Travel_Frequently,Research & Development,1,2,Medical,1,Male,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,4,3,2,2015-12-31,3,3,2015-12-31,,,,,
724,724,724,724,725,4.0,3.0,3.0,2015-12-31,38,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Sales Representative,Divorced,76250,1.0,Y,15,8,0,4.0,2,4,0,3,2015-12-31,2,3,2015-12-31,,,,,
725,725,725,725,726,3.0,4.0,4.0,2015-12-31,34,Travel_Rarely,Research & Development,10,4,Other,1,Female,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,14,4,11,2015-12-31,3,4,2015-12-31,,,,,
726,726,726,726,727,3.0,1.0,3.0,2015-12-31,28,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,5,0,4,2015-12-31,3,3,2015-12-31,,,,,
727,727,727,727,728,4.0,3.0,2.0,2015-12-31,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7,2015-12-31,2,3,2015-12-31,,,,,
728,728,728,728,729,1.0,4.0,4.0,2015-12-31,39,Travel_Rarely,Research & Development,17,4,Technical Degree,1,Female,2,Healthcare Representative,Married,104750,3.0,Y,11,8,1,8.0,3,5,1,4,2015-12-31,3,3,2015-12-31,,,,,
729,729,729,729,730,2.0,2.0,3.0,2015-12-31,51,Travel_Frequently,Research & Development,20,3,Medical,1,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2,2015-12-31,2,3,2015-12-31,,,,,
730,730,730,730,731,4.0,4.0,2.0,2015-12-31,41,Travel_Frequently,Research & Development,1,3,Life Sciences,1,Male,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,6,3,3,2015-12-31,3,3,2015-12-31,,,,,
731,731,731,731,732,3.0,3.0,3.0,2015-12-31,37,Travel_Rarely,Research & Development,2,2,Medical,1,Female,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,6,1,3,2015-12-31,4,3,2015-12-31,,,,,
732,732,732,732,733,2.0,4.0,4.0,2015-12-31,33,Travel_Frequently,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,87930,6.0,Y,17,8,0,8.0,2,5,1,2,2015-12-31,3,3,2015-12-31,,,,,
733,733,733,733,734,3.0,2.0,2.0,2015-12-31,32,Travel_Rarely,Research & Development,1,4,Medical,1,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2,2015-12-31,3,3,2015-12-31,,,,,
734,734,734,734,735,3.0,3.0,3.0,2015-12-31,39,Non-Travel,Research & Development,29,2,Life Sciences,1,Male,2,Sales Executive,Married,38750,3.0,Y,15,8,0,13.0,3,6,0,5,2015-12-31,3,3,2015-12-31,,,,,
735,735,735,735,736,1.0,3.0,3.0,2015-12-31,25,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,3,1,2,2015-12-31,2,3,2015-12-31,,,,,
736,736,736,736,737,4.0,3.0,2.0,2015-12-31,52,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,2,Sales Executive,Married,117130,2.0,Y,14,8,0,24.0,2,5,0,2,2015-12-31,3,3,2015-12-31,,,,,
737,737,737,737,738,1.0,3.0,1.0,2015-12-31,43,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Laboratory Technician,Single,78610,1.0,Y,14,8,2,20.0,1,20,1,8,2015-12-31,3,3,2015-12-31,,,,,
738,738,738,738,739,4.0,4.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,6,4,4,2015-12-31,3,3,2015-12-31,,,,,
739,739,739,739,740,4.0,3.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Female,1,Research Scientist,Single,137700,1.0,Y,18,8,1,8.0,3,8,7,7,2015-12-31,4,3,2015-12-31,,,,,
740,740,740,740,741,1.0,4.0,3.0,2015-12-31,26,Travel_Rarely,Research & Development,2,2,Other,1,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,2015-12-31,3,4,2015-12-31,,,,,
741,741,741,741,742,3.0,1.0,3.0,2015-12-31,42,Travel_Rarely,Sales,23,3,Marketing,1,Female,3,Research Scientist,Married,26420,0.0,Y,13,8,1,21.0,3,20,0,9,2015-12-31,3,3,2015-12-31,,,,,
742,742,742,742,743,3.0,1.0,1.0,2015-12-31,52,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,1,Healthcare Representative,Married,27590,9.0,Y,18,8,1,12.0,6,5,0,4,2015-12-31,3,3,2015-12-31,,,,,
743,743,743,743,744,1.0,3.0,3.0,2015-12-31,37,Travel_Rarely,Research & Development,20,5,Life Sciences,1,Male,2,Manager,Single,68040,4.0,Y,13,8,1,8.0,1,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
744,744,744,744,745,3.0,4.0,3.0,2015-12-31,35,Travel_Frequently,Research & Development,6,4,Medical,1,Female,2,Research Director,Single,61420,2.0,Y,15,8,1,10.0,2,2,2,2,2015-12-31,3,3,2015-12-31,,,,,
745,745,745,745,746,1.0,4.0,2.0,2015-12-31,25,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Sales Executive,Married,25000,4.0,Y,14,8,2,7.0,2,3,0,2,2015-12-31,1,3,2015-12-31,,,,,
746,746,746,746,747,3.0,1.0,3.0,2015-12-31,26,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Male,1,Research Scientist,Single,63890,0.0,Y,22,8,0,8.0,2,7,0,7,2015-12-31,2,4,2015-12-31,,,,,
747,747,747,747,748,2.0,1.0,2.0,2015-12-31,29,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9,2015-12-31,2,3,2015-12-31,,,,,
748,748,748,748,749,1.0,1.0,3.0,2015-12-31,49,Travel_Frequently,Sales,6,5,Medical,1,Female,2,Healthcare Representative,Single,23420,3.0,Y,18,8,0,20.0,2,4,1,3,2015-12-31,3,3,2015-12-31,,,,,
